Number;Text;Flag
1026557;forge;Original
1026558;bellows;Original
1026559;bellows;Original
1026560;bellows;Original
1026561;bellows;Original
1026562;forge;Original
1026563;forge;Original
1026564;forge;Original
1026565;forge;Original
1026566;forge;Original
1026567;forge;Original
1026568;forge;Original
1026569;forge;Original
1026570;brazier;Original
1026571;fire;Original
1026572;fire;Original
1026573;fire;Original
1026574;fire;Original
1026575;fire;Original
1026576;fire;Original
1026577;fire;Original
1026578;fire;Original
1026579;fire;Original
1026580;fire;Original
1026581;fire;Original
1026582;fire;Original
1026583;ore;Original
1026584;ore;Original
1026585;ore;Original
1026586;ore;Original
1026587;brazier;Original
1026588;;Original
1026589;;Original
1026590;;Original
1026591;;Original
1026592;;Original
1026593;;Original
1026594;;Original
1026595;fountain;Original
1026596;fountain;Original
1026597;fountain;Original
1026598;fountain;Original
1026599;fountain;Original
1026600;fountain;Original
1026601;fountain;Original
1026602;fountain;Original
1026603;fountain;Original
1026604;fountain;Original
1026605;fountain;Original
1026606;fountain;Original
1026607;fountain;Original
1026608;fountain;Original
1026609;fountain;Original
1026610;fountain;Original
1026611;fountain;Original
1026612;fountain;Original
1026613;fountain;Original
1026614;fountain;Original
1026615;fountain;Original
1026616;fountain;Original
1026617;fountain;Original
1026618;fountain;Original
1026619;fountain;Original
1026620;fountain;Original
1026621;fountain;Original
1026622;fountain;Original
1026623;fountain;Original
1026624;fountain;Original
1026625;fountain;Original
1026626;fountain;Original
1026627;fountain;Original
1026628;fountain;Original
1026629;fountain;Original
1026630;fountain;Original
1026631;fountain;Original
1026632;fountain;Original
1026633;fountain;Original
1026634;fountain;Original
1026635;fountain;Original
1026636;fountain;Original
1026637;;Original
1026638;;Original
1026639;;Original
1026640;;Original
1026641;woodworker's bench;Original
1026642;woodworker's bench;Original
1026643;woodworker's bench;Original
1026644;vise;Original
1026645;woodworker's bench;Original
1026646;woodworker's bench;Original
1026647;woodworker's bench;Original
1026648;vise;Original
1026649;cooper's bench;Original
1026650;cooper's bench;Original
1026651;cooper's bench;Original
1026652;cooper's bench;Original
1026653;;Original
1026654;;Original
1026655;;Original
1026656;;Original
1026657;skeleton;Original
1026658;skeleton;Original
1026659;skeleton;Original
1026660;skeleton;Original
1026661;skeleton;Original
1026662;skeleton;Original
1026663;chains;Original
1026664;chains;Original
1026665;skeleton;Original
1026666;skeleton;Original
1026667;wooden wall;Original
1026668;skeleton;Original
1026669;skeleton;Original
1026670;skeleton;Original
1026671;;Original
1026672;;Original
1026673;;Original
1026674;;Original
1026675;;Original
1026676;;Original
1026677;;Original
1026678;;Original
1026679;;Original
1026680;;Original
1026681;lava;Original
1026682;lava;Original
1026683;lava;Original
1026684;lava;Original
1026685;lava;Original
1026686;lava;Original
1026687;lava;Original
1026688;lava;Original
1026689;lava;Original
1026690;lava;Original
1026691;lava;Original
1026692;lava;Original
1026693;lava;Original
1026694;lava;Original
1026695;lava;Original
1026696;lava;Original
1026697;lava;Original
1026698;lava;Original
1026699;lava;Original
1026700;lava;Original
1026701;lava;Original
1026702;lava;Original
1026703;lava;Original
1026704;lava;Original
1026705;lava;Original
1026706;lava;Original
1026707;lava;Original
1026708;lava;Original
1026709;lava;Original
1026710;lava;Original
1026711;lava;Original
1026712;lava;Original
1026713;lava;Original
1026714;lava;Original
1026715;lava;Original
1026716;lava;Original
1026717;lava;Original
1026718;lava;Original
1026719;lava;Original
1026720;lava;Original
1026721;lava;Original
1026722;lava;Original
1026723;lava;Original
1026724;lava;Original
1026725;lava;Original
1026726;lava;Original
1026727;lava;Original
1026728;lava;Original
1026729;lava;Original
1026730;lava;Original
1026731;lava;Original
1026732;lava;Original
1026733;lava;Original
1026734;lava;Original
1026735;lava;Original
1026736;lava;Original
1026737;lava;Original
1026738;lava;Original
1026739;lava;Original
1026740;lava;Original
1026741;lava;Original
1026742;lava;Original
1026743;lava;Original
1026744;lava;Original
1026745;lava;Original
1026746;lava;Original
1026747;lava;Original
1026748;lava;Original
1026749;lava;Original
1026750;lava;Original
1026751;lava;Original
1026752;lava;Original
1026753;lava;Original
1026754;lava;Original
1026755;lava;Original
1026756;lava;Original
1026757;lava;Original
1026758;lava;Original
1026759;lava;Original
1026760;lava;Original
1026761;lava;Original
1026762;lava;Original
1026763;lava;Original
1026764;lava;Original
1026765;lava;Original
1026766;lava;Original
1026767;lava;Original
1026768;lava;Original
1026769;lava;Original
1026770;lava;Original
1026771;lava;Original
1026772;lava;Original
1026773;lava;Original
1026774;lava;Original
1026775;lava;Original
1026776;lava;Original
1026777;lava;Original
1026778;lava;Original
1026779;lava;Original
1026780;lava;Original
1026781;lava;Original
1026782;lava;Original
1026783;;Original
1026784;;Original
1026785;;Original
1026786;ore cart;Original
1026787;ore cart;Original
1026788;;Original
1026789;;Original
1026790;ore cart;Original
1026791;ore cart;Original
1026792;ore cart;Original
1026793;;Original
1026794;;Original
1026795;ore cart;Original
1026796;;Original
1026797;;Original
1026798;;Original
1026799;;Original
1026800;;Original
1026801;;Original
1026802;hay;Original
1026803;hay;Original
1026804;hay;Original
1026805;hay;Original
1026806;hay;Original
1026807;;Original
1026808;;Original
1026809;flax;Original
1026810;flax;Original
1026811;flax;Original
1026812;flax bundle;Original
1026813;flax bundle;Original
1026814;hops;Original
1026815;hops;Original
1026816;hops;Original
1026817;hops;Original
1026818;hops cones;Original
1026819;;Original
1026820;lighthouse;Original
1026821;lighthouse;Original
1026822;lighthouse;Original
1026823;lighthouse;Original
1026824;lighthouse;Original
1026825;lighthouse;Original
1026826;lighthouse;Original
1026827;lighthouse;Original
1026828;lighthouse;Original
1026829;lighthouse;Original
1026830;lighthouse;Original
1026831;lighthouse;Original
1026832;lighthouse;Original
1026833;lighthouse;Original
1026834;lighthouse;Original
1026835;lighthouse;Original
1026836;lighthouse;Original
1026837;lighthouse;Original
1026838;lighthouse;Original
1026839;lighthouse;Original
1026840;lighthouse;Original
1026841;lighthouse;Original
1026842;lighthouse;Original
1026843;lighthouse;Original
1026844;lighthouse;Original
1026845;lighthouse;Original
1026846;lighthouse;Original
1026847;lighthouse;Original
1026848;lighthouse;Original
1026849;lighthouse;Original
1026850;lighthouse;Original
1026851;lighthouse;Original
1026852;lighthouse;Original
1026853;lighthouse;Original
1026854;lighthouse;Original
1026855;lighthouse;Original
1026856;lighthouse;Original
1026857;lighthouse;Original
1026858;lighthouse;Original
1026859;lighthouse;Original
1026860;lighthouse;Original
1026861;lighthouse;Original
1026862;lighthouse;Original
1026863;lighthouse;Original
1026864;lighthouse;Original
1026865;lighthouse;Original
1026866;lighthouse;Original
1026867;donuts;Original
1026868;nest with eggs;Original
1026869;nest;Original
1026870;keg;Original
1026871;keg;Original
1026872;pile of skulls;Original
1026873;pile of skulls;Original
1026874;pile of skulls;Original
1026875;pile of skulls;Original
1026876;pile of skulls;Original
1026877;pile of skulls;Original
1026878;pile of skulls;Original
1026879;pile of skulls;Original
1026880;skull;Original
1026881;skull;Original
1026882;skull;Original
1026883;skull;Original
1026884;skull;Original
1026885;summon moongate;Original
1026886;summon moongate;Original
1026887;summon moongate;Original
1026888;summon moongate;Original
1026889;summon moongate;Original
1026890;summon moongate;Original
1026891;summon moongate;Original
1026892;summon moongate;Original
1026893;summon moongate;Original
1026894;;Original
1026895;;Original
1026896;;Original
1026897;;Original
1026898;;Original
1026899;summon moongate;Original
1026900;summon moongate;Original
1026901;summon moongate;Original
1026902;summon moongate;Original
1026903;summon moongate;Original
1026904;summon moongate;Original
1026905;summon moongate;Original
1026906;summon moongate;Original
1026907;summon moongate;Original
1026908;;Original
1026909;;Original
1026910;;Original
1026911;;Original
1026912;;Original
1026913;floor cracks;Original
1026914;floor cracks;Original
1026915;floor cracks;Original
1026916;floor cracks;Original
1026917;floor cracks;Original
1026918;floor cracks;Original
1026919;floor cracks;Original
1026920;floor cracks;Original
1026921;bone pile;Original
1026922;bone pile;Original
1026923;bone pile;Original
1026924;bone pile;Original
1026925;bone pile;Original
1026926;bone pile;Original
1026927;bone pile;Original
1026928;bone pile;Original
1026929;bone;Original
1026930;bone;Original
1026931;jaw bone;Original
1026932;jaw bone;Original
1026933;pelvis bone;Original
1026934;pelvis bone;Original
1026935;rib cage;Original
1026936;rib cage;Original
1026937;bone shards;Original
1026938;bone shards;Original
1026939;spine;Original
1026940;spine;Original
1026941;skeleton with meat;Original
1026942;skeleton with meat;Original
1026943;leaves;Original
1026944;leaves;Original
1026945;leaves;Original
1026946;leaves;Original
1026947;leaves;Original
1026948;leaves;Original
1026949;leaves;Original
1026950;leaves;Original
1026951;dirt;Original
1026952;dirt;Original
1026953;dirt;Original
1026954;dirt;Original
1026955;dirt;Original
1026956;dirt;Original
1026957;dirt;Original
1026958;dirt;Original
1026959;dirt;Original
1026960;dirt;Original
1026961;dirt;Original
1026962;dirt;Original
1026963;dirt;Original
1026964;dirt;Original
1026965;dirt;Original
1026966;dirt;Original
1026967;dirt;Original
1026968;dirt;Original
1026969;dirt;Original
1026970;dirt;Original
1026971;dirt;Original
1026972;dirt;Original
1026973;dirt;Original
1026974;dirt;Original
1026975;treasure;Original
1026976;treasure;Original
1026977;treasure;Original
1026978;treasure;Original
1026979;treasure;Original
1026980;treasure;Original
1026981;treasure;Original
1026982;treasure;Original
1026983;treasure;Original
1026984;treasure;Original
1026985;;Original
1026986;treasure;Original
1026987;treasure;Original
1026988;treasure;Original
1026989;treasure;Original
1026990;treasure;Original
1026991;treasure;Original
1026992;treasure;Original
1026993;treasure;Original
1026994;;Original
1026995;treasure;Original
1026996;treasure;Original
1026997;treasure;Original
1026998;treasure;Original
1026999;treasure;Original
1027000;treasure;Original
1027001;treasure;Original
1027002;treasure;Original
1027003;treasure;Original
1027004;treasure;Original
1027005;treasure;Original
1027006;;Original
1027007;treasure;Original
1027008;treasure;Original
1027009;treasure;Original
1027010;treasure;Original
1027011;treasure;Original
1027012;treasure;Original
1027013;treasure;Original
1027014;treasure;Original
1027015;treasure;Original
1027016;treasure;Original
1027017;treasure;Original
1027018;treasure;Original
1027019;wall cracks;Original
1027020;wall cracks;Original
1027021;wall cracks;Original
1027022;wall cracks;Original
1027023;wall cracks;Original
1027024;target tile;Original
1027025;hole;Original
1027026;bronze shield;Original
1027027;buckler;Modified
1027028;metal kite shield;Original
1027029;metal kite shield;Original
1027030;heater shield;Original
1027031;heater shield;Original
1027032;tear kite shield;Original
1027033;tear kite shield;Original
1027034;wooden shield;Original
1027035;metal shield;Original
1027036;skeleton;Original
1027037;skeleton;Original
1027038;tuscany pine;Original
1027039;skeleton;Original
1027040;skeleton;Original
1027041;wood;Original
1027042;wood;Original
1027043;wood;Original
1027044;wood;Original
1027045;wood;Original
1027046;wood;Original
1027047;wood;Original
1027048;wood;Original
1027049;wood;Original
1027050;wood;Original
1027051;wood;Original
1027052;wood;Original
1027053;wood;Original
1027054;wood;Original
1027055;wood;Original
1027056;wood;Original
1027057;wood;Original
1027058;wood;Original
1027059;wood;Original
1027060;;Original
1027061;;Original
1027062;;Original
